Time,Temperature 
m/d/y,C 
 12/11/00 5:09 AM ,21.50 
 12/11/00 6:09 AM ,21.50 
 12/11/00 7:09 AM ,21.50 
 12/11/00 8:09 AM ,21.50 
 12/11/00 9:09 AM ,21.50 
 12/11/00 10:09 AM ,21.50 
 12/11/00 11:09 AM ,21.50 
 12/11/00 12:09 PM ,21.50 
 12/11/00 1:09 PM ,21.50 
 12/11/00 2:09 PM ,21.50 
 12/11/00 3:09 PM ,21.50 
 12/11/00 4:09 PM ,21.50 
 12/11/00 5:09 PM ,21.50 
 12/11/00 6:09 PM ,21.50 
 12/11/00 7:09 PM ,21.50 
 12/11/00 8:09 PM ,21.50 
 12/11/00 9:09 PM ,21.50 
 12/11/00 10:09 PM ,21.50 
 12/11/00 11:09 PM ,21.50 
 12/12/00 12:09 AM ,21.50 
 12/12/00 1:09 AM ,21.50 
 12/12/00 2:09 AM ,21.50 
 12/12/00 3:09 AM ,21.50 
 12/12/00 4:09 AM ,21.50 
 12/12/00 5:09 AM ,21.50 
 12/12/00 6:09 AM ,21.50 
 12/12/00 7:09 AM ,21.50 
 12/12/00 8:09 AM ,21.50 
 12/12/00 9:09 AM ,21.50 
 12/12/00 10:09 AM ,21.50 
 12/12/00 11:09 AM ,21.50 
 12/12/00 12:09 PM ,21.50 
 12/12/00 1:09 PM ,21.50 
 12/12/00 2:09 PM ,21.50 
 12/12/00 3:09 PM ,21.50 
 12/12/00 4:09 PM ,21.50 
 12/12/00 5:09 PM ,21.50 
 12/12/00 6:09 PM ,21.50 
 12/12/00 7:09 PM ,21.50 
 12/12/00 8:09 PM ,21.50 
 12/12/00 9:09 PM ,21.50 
 12/12/00 10:09 PM ,21.50 
 12/12/00 11:09 PM ,21.50 
 12/13/00 12:09 AM ,21.50 
 12/13/00 1:09 AM ,21.50 
 12/13/00 2:09 AM ,21.50 
 12/13/00 3:09 AM ,21.50 
 12/13/00 4:09 AM ,21.50 
 12/13/00 5:09 AM ,21.50 
 12/13/00 6:09 AM ,21.50 
 12/13/00 7:09 AM ,21.50 
 12/13/00 8:09 AM ,21.50 
 12/13/00 9:09 AM ,21.50 
 12/13/00 10:09 AM ,21.50 
 12/13/00 11:09 AM ,21.50 
 12/13/00 12:09 PM ,21.50 
 12/13/00 1:09 PM ,21.50 
 12/13/00 2:09 PM ,21.50 
 12/13/00 3:09 PM ,21.50 
 12/13/00 4:09 PM ,21.50 
 12/13/00 5:09 PM ,21.50 
 12/13/00 6:09 PM ,21.50 
 12/13/00 7:09 PM ,21.50 
 12/13/00 8:09 PM ,21.50 
 12/13/00 9:09 PM ,21.50 
 12/13/00 10:09 PM ,21.50 
 12/13/00 11:09 PM ,21.50 
 12/14/00 12:09 AM ,21.50 
 12/14/00 1:09 AM ,21.50 
 12/14/00 2:09 AM ,21.50 
 12/14/00 3:09 AM ,21.50 
 12/14/00 4:09 AM ,21.50 
 12/14/00 5:09 AM ,21.50 
 12/14/00 6:09 AM ,21.50 
 12/14/00 7:09 AM ,21.50 
 12/14/00 8:09 AM ,21.50 
 12/14/00 9:09 AM ,21.50 
 12/14/00 10:09 AM ,21.50 
 12/14/00 11:09 AM ,21.50 
 12/14/00 12:09 PM ,21.50 
 12/14/00 1:09 PM ,21.50 
 12/14/00 2:09 PM ,21.50 
 12/14/00 3:09 PM ,21.50 
 12/14/00 4:09 PM ,21.50 
 12/14/00 5:09 PM ,21.50 
 12/14/00 6:09 PM ,21.50 
 12/14/00 7:09 PM ,21.50 
 12/14/00 8:09 PM ,21.50 
 12/14/00 9:09 PM ,21.50 
 12/14/00 10:09 PM ,21.50 
 12/14/00 11:09 PM ,21.50 
 12/15/00 12:09 AM ,21.50 
 12/15/00 1:09 AM ,21.50 
 12/15/00 2:09 AM ,21.50 
