7/7/09 12:00:00 PM,C,18.5
7/7/09 1:00:00 PM,C,19
7/7/09 2:00:00 PM,C,19.5
7/7/09 3:00:00 PM,C,20.5
7/7/09 4:00:00 PM,C,21
7/7/09 5:00:00 PM,C,21.5
7/7/09 6:00:00 PM,C,21.5
7/7/09 7:00:00 PM,C,22
7/7/09 8:00:00 PM,C,22
7/7/09 9:00:00 PM,C,22
7/7/09 10:00:00 PM,C,22
7/7/09 11:00:00 PM,C,21.5
7/8/09 12:00:00 AM,C,21.5
7/8/09 1:00:00 AM,C,21.5
7/8/09 2:00:00 AM,C,21
7/8/09 3:00:00 AM,C,20.5
7/8/09 4:00:00 AM,C,19.5
7/8/09 5:00:00 AM,C,19
7/8/09 6:00:00 AM,C,18.5
7/8/09 7:00:00 AM,C,18
7/8/09 8:00:00 AM,C,17.5
7/8/09 9:00:00 AM,C,17.5
7/8/09 10:00:00 AM,C,17.5
7/8/09 11:00:00 AM,C,18
7/8/09 12:00:00 PM,C,18.5
7/8/09 1:00:00 PM,C,19
7/8/09 2:00:00 PM,C,19.5
7/8/09 3:00:00 PM,C,20
7/8/09 4:00:00 PM,C,20.5
7/8/09 5:00:00 PM,C,20.5
7/8/09 6:00:00 PM,C,21
7/8/09 7:00:00 PM,C,21.5
7/8/09 8:00:00 PM,C,21.5
7/8/09 9:00:00 PM,C,21.5
7/8/09 10:00:00 PM,C,21
7/8/09 11:00:00 PM,C,21
7/9/09 12:00:00 AM,C,20
7/9/09 1:00:00 AM,C,20
7/9/09 2:00:00 AM,C,19.5
7/9/09 3:00:00 AM,C,19
7/9/09 4:00:00 AM,C,18.5
7/9/09 5:00:00 AM,C,17.5
7/9/09 6:00:00 AM,C,17
7/9/09 7:00:00 AM,C,16.5
7/9/09 8:00:00 AM,C,16.5
7/9/09 9:00:00 AM,C,16
7/9/09 10:00:00 AM,C,16.5
7/9/09 11:00:00 AM,C,17
7/9/09 12:00:00 PM,C,18
7/9/09 1:00:00 PM,C,18.5
7/9/09 2:00:00 PM,C,20.5
7/9/09 3:00:00 PM,C,20.5
7/9/09 4:00:00 PM,C,20.5
7/9/09 5:00:00 PM,C,21
7/9/09 6:00:00 PM,C,21.5
7/9/09 7:00:00 PM,C,22
7/9/09 8:00:00 PM,C,22
7/9/09 9:00:00 PM,C,21.5
7/9/09 10:00:00 PM,C,23
7/9/09 11:00:00 PM,C,21.5
7/10/09 12:00:00 AM,C,20.5
7/10/09 1:00:00 AM,C,20
7/10/09 2:00:00 AM,C,19.5
7/10/09 3:00:00 AM,C,19
7/10/09 4:00:00 AM,C,18
7/10/09 5:00:00 AM,C,17.5
7/10/09 6:00:00 AM,C,17
7/10/09 7:00:00 AM,C,16.5
7/10/09 8:00:00 AM,C,16.5
7/10/09 9:00:00 AM,C,18
7/10/09 10:00:00 AM,C,17.5
7/10/09 11:00:00 AM,C,20
7/10/09 12:00:00 PM,C,20
7/10/09 1:00:00 PM,C,21.5
7/10/09 2:00:00 PM,C,22
7/10/09 3:00:00 PM,C,25
7/10/09 4:00:00 PM,C,25
7/10/09 5:00:00 PM,C,23.5
7/10/09 6:00:00 PM,C,23
7/10/09 7:00:00 PM,C,21
7/10/09 8:00:00 PM,C,18
7/10/09 9:00:00 PM,C,14.5
7/10/09 10:00:00 PM,C,12
7/10/09 11:00:00 PM,C,13
7/11/09 12:00:00 AM,C,13
7/11/09 1:00:00 AM,C,12.5
7/11/09 2:00:00 AM,C,12
7/11/09 3:00:00 AM,C,11.5
7/11/09 4:00:00 AM,C,11
7/11/09 5:00:00 AM,C,10.5
7/11/09 6:00:00 AM,C,10
7/11/09 7:00:00 AM,C,9
7/11/09 8:00:00 AM,C,12.5
7/11/09 9:00:00 AM,C,16
7/11/09 10:00:00 AM,C,19.5
7/11/09 11:00:00 AM,C,21
7/11/09 12:00:00 PM,C,21.5
7/11/09 1:00:00 PM,C,21
7/11/09 2:00:00 PM,C,21
7/11/09 3:00:00 PM,C,20.5
7/11/09 4:00:00 PM,C,21
7/11/09 5:00:00 PM,C,20.5
7/11/09 6:00:00 PM,C,18.5
7/11/09 7:00:00 PM,C,16
7/11/09 8:00:00 PM,C,14
7/11/09 9:00:00 PM,C,12.5
7/11/09 10:00:00 PM,C,11.5
7/11/09 11:00:00 PM,C,10.5
7/12/09 12:00:00 AM,C,10
7/12/09 1:00:00 AM,C,9.5
7/12/09 2:00:00 AM,C,9.5
7/12/09 3:00:00 AM,C,9
7/12/09 4:00:00 AM,C,8.5
7/12/09 5:00:00 AM,C,8
7/12/09 6:00:00 AM,C,8
7/12/09 7:00:00 AM,C,8
7/12/09 8:00:00 AM,C,9.5
7/12/09 9:00:00 AM,C,14.5
7/12/09 10:00:00 AM,C,18
7/12/09 11:00:00 AM,C,26.5
7/12/09 12:00:00 PM,C,27
7/12/09 1:00:00 PM,C,40
7/12/09 2:00:00 PM,C,40.5
7/12/09 3:00:00 PM,C,42
7/12/09 4:00:00 PM,C,35
7/12/09 5:00:00 PM,C,31.5
7/12/09 6:00:00 PM,C,26.5
7/12/09 7:00:00 PM,C,14.5
7/12/09 8:00:00 PM,C,12.5
7/12/09 9:00:00 PM,C,11.5
7/12/09 10:00:00 PM,C,10
7/12/09 11:00:00 PM,C,9
7/13/09 12:00:00 AM,C,7
7/13/09 1:00:00 AM,C,6
7/13/09 2:00:00 AM,C,5
7/13/09 3:00:00 AM,C,4
7/13/09 4:00:00 AM,C,3.5
7/13/09 5:00:00 AM,C,3
7/13/09 6:00:00 AM,C,2.5
7/13/09 7:00:00 AM,C,3
7/13/09 8:00:00 AM,C,12.5
7/13/09 9:00:00 AM,C,17
7/13/09 10:00:00 AM,C,10.5
7/13/09 11:00:00 AM,C,10.5
7/13/09 12:00:00 PM,C,10.5
7/13/09 1:00:00 PM,C,11
7/13/09 2:00:00 PM,C,11
7/13/09 3:00:00 PM,C,11
7/13/09 4:00:00 PM,C,11.5
7/13/09 5:00:00 PM,C,11.5
7/13/09 6:00:00 PM,C,11.5
7/13/09 7:00:00 PM,C,11
7/13/09 8:00:00 PM,C,10.5
7/13/09 9:00:00 PM,C,10.5
7/13/09 10:00:00 PM,C,10.5
7/13/09 11:00:00 PM,C,10.5
7/14/09 12:00:00 AM,C,10.5
7/14/09 1:00:00 AM,C,10
7/14/09 2:00:00 AM,C,10
7/14/09 3:00:00 AM,C,10
7/14/09 4:00:00 AM,C,10
7/14/09 5:00:00 AM,C,10
7/14/09 6:00:00 AM,C,10
7/14/09 7:00:00 AM,C,10
7/14/09 8:00:00 AM,C,10
7/14/09 9:00:00 AM,C,10
7/14/09 10:00:00 AM,C,10.5
7/14/09 11:00:00 AM,C,10.5
7/14/09 12:00:00 PM,C,11
7/14/09 1:00:00 PM,C,11
7/14/09 2:00:00 PM,C,11.5
7/14/09 3:00:00 PM,C,12
7/14/09 4:00:00 PM,C,12.5
7/14/09 5:00:00 PM,C,13
7/14/09 6:00:00 PM,C,11.5
7/14/09 7:00:00 PM,C,11
7/14/09 8:00:00 PM,C,10.5
7/14/09 9:00:00 PM,C,10.5
7/14/09 10:00:00 PM,C,10.5
7/14/09 11:00:00 PM,C,10.5
7/15/09 12:00:00 AM,C,10.5
7/15/09 1:00:00 AM,C,10.5
7/15/09 2:00:00 AM,C,10
7/15/09 3:00:00 AM,C,10
7/15/09 4:00:00 AM,C,10
7/15/09 5:00:00 AM,C,10
7/15/09 6:00:00 AM,C,10
7/15/09 7:00:00 AM,C,10
7/15/09 8:00:00 AM,C,10
7/15/09 9:00:00 AM,C,10.5
7/15/09 10:00:00 AM,C,10.5
7/15/09 11:00:00 AM,C,10.5
7/15/09 12:00:00 PM,C,11
7/15/09 1:00:00 PM,C,11.5
7/15/09 2:00:00 PM,C,11.5
7/15/09 3:00:00 PM,C,11.5
7/15/09 4:00:00 PM,C,11.5
7/15/09 5:00:00 PM,C,12
7/15/09 6:00:00 PM,C,12
7/15/09 7:00:00 PM,C,12
7/15/09 8:00:00 PM,C,11.5
7/15/09 9:00:00 PM,C,11.5
7/15/09 10:00:00 PM,C,11
7/15/09 11:00:00 PM,C,10.5
7/16/09 12:00:00 AM,C,10.5
7/16/09 1:00:00 AM,C,10.5
7/16/09 2:00:00 AM,C,10.5
7/16/09 3:00:00 AM,C,10.5
7/16/09 4:00:00 AM,C,10
7/16/09 5:00:00 AM,C,10
7/16/09 6:00:00 AM,C,10
7/16/09 7:00:00 AM,C,10
7/16/09 8:00:00 AM,C,10
7/16/09 9:00:00 AM,C,10.5
7/16/09 10:00:00 AM,C,10.5
7/16/09 11:00:00 AM,C,11
7/16/09 12:00:00 PM,C,11
7/16/09 1:00:00 PM,C,11.5
7/16/09 2:00:00 PM,C,12
7/16/09 3:00:00 PM,C,12.5
7/16/09 4:00:00 PM,C,12.5
7/16/09 5:00:00 PM,C,12
7/16/09 6:00:00 PM,C,12
7/16/09 7:00:00 PM,C,11.5
7/16/09 8:00:00 PM,C,11
7/16/09 9:00:00 PM,C,10.5
7/16/09 10:00:00 PM,C,10.5
7/16/09 11:00:00 PM,C,11
7/17/09 12:00:00 AM,C,10.5
7/17/09 1:00:00 AM,C,10.5
7/17/09 2:00:00 AM,C,10.5
7/17/09 3:00:00 AM,C,10.5
7/17/09 4:00:00 AM,C,10.5
7/17/09 5:00:00 AM,C,10.5
7/17/09 6:00:00 AM,C,10.5
7/17/09 7:00:00 AM,C,10.5
7/17/09 8:00:00 AM,C,10.5
7/17/09 9:00:00 AM,C,10.5
7/17/09 10:00:00 AM,C,11
7/17/09 11:00:00 AM,C,11
7/17/09 12:00:00 PM,C,10.5
7/17/09 1:00:00 PM,C,10.5
7/17/09 2:00:00 PM,C,11
7/17/09 3:00:00 PM,C,11.5
7/17/09 4:00:00 PM,C,11
7/17/09 5:00:00 PM,C,11
7/17/09 6:00:00 PM,C,11
7/17/09 7:00:00 PM,C,11
7/17/09 8:00:00 PM,C,11
7/17/09 9:00:00 PM,C,10.5
7/17/09 10:00:00 PM,C,10.5
7/17/09 11:00:00 PM,C,10
7/18/09 12:00:00 AM,C,10
7/18/09 1:00:00 AM,C,10
7/18/09 2:00:00 AM,C,10
